Subject,Session,COND,Warn,IT_CONG_C,IT_CONG_D,IT_CONG_I,IT_CONG_M,IT_NEU_C,IT_NEU_D,IT_NEU_I,IT_NEU_M,IT_MI_C,IT_MI_D,IT_MI_I,IT_MI_M,CONG_C,CONG_I,CONG_M,NEU_C,NEU_I,NEU_M,MI_C,MI_I,MI_M,Misinfo_Effect,IT_CONG_C_Conf,IT_CONG_D_Conf,IT_CONG_I_Conf,IT_CONG_M_Conf,IT_NEU_C_Conf,IT_NEU_D_Conf,IT_NEU_I_Conf,IT_NEU_M_Conf,IT_MI_C_Conf,IT_MI_D_Conf,IT_MI_I_Conf,IT_MI_M_Conf,FT_CONG_C_Conf,FT_CONG_I_Conf,FT_CONG_M_Conf,FT_NEU_C_Conf,FT_NEU_I_Conf,FT_NEU_M_Conf,FT_MI_C_Conf,FT_MI_I_Conf,FT_MI_M_Conf,IT_Conf_1Q,IT_Conf_2Q,IT_Conf_3Q,IT_Conf_4Q,IT_Cong_Conf_1Q,IT_Cong_Conf_2Q,IT_Cong_Conf_3Q,IT_Cong_Conf_4Q,IT_Neu_Conf_1Q,IT_Neu_Conf_2Q,IT_Neu_Conf_3Q,IT_Neu_Conf_4Q,IT_Misl_Conf_1Q,IT_Misl_Conf_2Q,IT_Misl_Conf_3Q,IT_Misl_Conf_4Q,FT_Cong_Conf_1Q,FT_Cong_Conf_2Q,FT_Cong_Conf_3Q,FT_Cong_Conf_4Q,FT_Neu_Conf_1Q,FT_Neu_Conf_2Q,FT_Neu_Conf_3Q,FT_Neu_Conf_4Q,FT_Misl_Conf_1Q,FT_Misl_Conf_2Q,FT_Misl_Conf_3Q,FT_Misl_Conf_4Q,IT_Acc_ITConf_1Q,IT_Acc_ITConf_2Q,IT_Acc_ITConf_3Q,IT_Acc_ITConf_4Q,FTCongAcc_FTConf1Q,FTCongAcc_FTConf2Q,FTCongAcc_FTConf3Q,FTCongAcc_FTConf4Q,FTNeuAcc_FTConf1Q,FTNeuAcc_FTConf2Q,FTNeuAcc_FTConf3Q,FTNeuAcc_FTConf4Q,FTMislAcc_FTConf1Q,FTMislAcc_FTConf2Q,FTMislAcc_FTConf3Q,FTMislAcc_FTConf4Q,FTCongAcc_ITConf1Q,FTCongAcc_ITConf2Q,FTCongAcc_ITConf3Q,FTCongAcc_ITConf4Q,FTNeuAcc_ITConf1Q,FTNeuAcc_ITConf2Q,FTNeuAcc_ITConf3Q,FTNeuAcc_ITConf4Q,FTMislAcc_ITConf1Q,FTMislAcc_ITConf2Q,FTMislAcc_ITConf3Q,FTMislAcc_ITConf4Q
232,3,NT,W,,,,,,,,,,,,,0.88,0.00,0.13,0.63,0.13,0.25,0.63,0.13,0.25,0.00,,,,,,,,,,,,,100,,50,68,50,50,100,50,50,,,,,,,,,,,,,,,,,75.0,100.0,100.0,100.0,20.0,50.0,75.0,100.0,50.0,75.0,100.0,100.0,,,,,0.5,1,1,1,1,0,0.5,1,0,0.5,1,1,,,,,,,,,,,,
400,1,T,W,0.75,0.00,0.25,0.00,0.88,0.00,0.13,0.00,0.63,0.00,0.38,0.00,0.88,0.13,0.00,0.88,0.13,0.00,0.63,0.25,0.13,0.13,97,,80,,94,,0,,81,,0,,83,75,,94,100,,90,75,75,56.7,88.3,98.3,100.0,90.0,100.0,100.0,,80.0,90.0,100.0,100.0,0.0,75.0,95.0,,37.5,97.5,100,100,82.5,95,100,100,75,75,90,97.5,0.33,1.00,1.00,0.67,0.5,1,1,1,1,1,0.5,1,0.5,0,1,1,0.5,1,1,1,1,1,0.5,1,0,0.5,1,1
401,2,T,W,0.00,0.25,0.63,0.13,0.38,0.25,0.38,0.00,0.38,0.00,0.50,0.13,0.63,0.25,0.13,0.75,0.25,0.00,0.75,0.13,0.13,0.13,,0,48,40,90,0,20,,70,,63,90,40,50,50,58,30,,84,60,90,10.0,50.0,90.0,100.0,0.0,40.0,90.0,,0.0,20.0,80.0,100.0,30.0,90.0,100.0,,10,50,50,65,5,45,90,100,65,80,90,92.5,0.17,0.00,0.33,0.50,1,0,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,1,0.5,0.5,1,1,0,1,1
402,3,T,W,0.75,0.00,0.13,0.13,0.50,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.88,0.13,0.00,0.88,0.13,0.00,0.75,0.13,0.13,0.13,100,,100,100,100,,25,,100,,88,,100,100,,74,50,,100,100,100,66.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100,100,7.5,75,100,100,100,100,100,100,0.50,0.67,0.83,0.33,1,1,0.5,1,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5
403,1,T,W,0.38,0.00,0.63,0.00,0.63,0.00,0.25,0.13,0.25,0.13,0.63,0.00,0.63,0.38,0.00,0.63,0.25,0.13,0.38,0.25,0.38,0.25,83,,42,,70,,10,4,95,0,22,,72,40,,80,35,70,67,35,33,14.7,50.0,56.7,93.3,40.0,60.0,70.0,100.0,4.0,60.0,70.0,80.0,0.0,30.0,30.0,100.0,10,50,80,100,35,65,70,100,15,25,55,90,0.00,0.17,0.50,1.00,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0,0,1,1,0,0.5,1,0,0.5,1,1,0.5,0,0,1
404,2,T,W,0.50,0.00,0.38,0.13,0.25,0.13,0.63,0.00,0.13,0.00,0.88,0.00,0.88,0.00,0.13,0.50,0.00,0.50,0.25,0.00,0.75,0.25,38,,37,30,100,0,35,,100,,24,,65,,10,85,,23,90,,32,0.0,23.3,60.0,100.0,0.0,20.0,40.0,100.0,0.0,40.0,100.0,,0.0,10.0,40.0,100.0,10,50,90,100,16,30,70,100,0,10,80,95,0.17,0.17,0.33,0.50,0.5,1,1,1,0,0,1,1,0,0,0.5,0.5,0.5,1,1,1,0.5,0,0.5,1,0,0,0.5,0.5
405,3,T,W,0.75,0.00,0.25,0.00,0.63,0.00,0.25,0.13,0.75,0.13,0.13,0.00,1.00,0.00,0.00,0.63,0.25,0.13,0.88,0.00,0.13,0.00,71,,50,,90,,35,0,73,0,0,,81,,,80,50,50,94,,50,2.3,56.7,100.0,100.0,7.0,60.0,100.0,100.0,0.0,70.0,100.0,100.0,0.0,40.0,100.0,100.0,25.5,100,100,100,25,50,100,100,55,100,100,100,0.33,0.67,1.00,0.83,1,1,1,1,0.5,0,1,1,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1
406,1,T,W,0.50,0.25,0.25,0.00,0.38,0.00,0.63,0.00,0.38,0.00,0.63,0.00,0.75,0.13,0.13,0.63,0.38,0.00,0.50,0.13,0.38,0.38,98,0,25,,53,,18,,55,,8,,92,40,50,78,60,,73,40,50,0.0,25.0,66.7,100.0,0.0,50.0,100.0,100.0,0.0,20.0,40.0,100.0,0.0,5.0,60.0,,45,75,100,100,50,60,75,100,40,50,50,100,0.00,0.33,0.50,0.83,0,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,1,1,0,1,0.5,1,0,0.5,1,0.5
407,2,T,W,0.38,0.38,0.25,0.00,0.63,0.13,0.25,0.00,0.38,0.13,0.50,0.00,0.63,0.38,0.00,0.50,0.25,0.25,0.50,0.50,0.00,-0.25,83,0,25,,75,0,0,,50,0,93,,100,0,,75,25,40,95,55,,0.3,56.7,100.0,100.0,0.0,50.0,100.0,,0.0,50.0,100.0,,1.0,70.0,100.0,100.0,0,50,100,100,0,40,75,100,10,92.5,100,100,0.17,0.67,0.50,0.50,0,0.5,1,1,0.5,0,0.5,1,0,0.5,0.5,1,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5
408,3,T,W,0.25,0.00,0.75,0.00,0.50,0.00,0.38,0.13,0.50,0.00,0.50,0.00,0.75,0.25,0.00,0.63,0.13,0.25,0.63,0.25,0.13,-0.13,75,,23,,43,,22,6,75,,6,,78,70,,78,0,50,63,50,20,2.7,8.7,60.0,100.0,3.0,9.0,50.0,100.0,5.0,8.0,40.0,100.0,0.0,9.0,90.0,100.0,40,70,95,100,25,55,65,100,10.5,40,85,100,0.17,0.33,0.33,0.83,0.5,0.5,1,1,0,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,1,1,0.5,0,1,0.5,0.5,0.5,1
409,1,T,W,0.50,0.00,0.50,0.00,0.25,0.00,0.75,0.00,0.50,0.13,0.38,0.00,0.75,0.13,0.13,0.75,0.25,0.00,0.50,0.00,0.50,0.50,63,,67,,50,,58,,93,0,80,,100,100,0,92,100,,88,,100,23.3,73.3,100.0,100.0,20.0,80.0,100.0,,0.0,50.0,100.0,100.0,50.0,90.0,100.0,100.0,50,100,100,100,75,100,100,100,75,100,100,100,0.33,0.33,0.83,0.17,0,1,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0,1,1,0.5,0,1,0.5
410,2,T,W,0.38,0.25,0.38,0.00,0.38,0.00,0.63,0.00,0.13,0.13,0.75,0.00,0.75,0.00,0.25,0.50,0.38,0.13,0.50,0.38,0.13,0.00,77,0,20,,98,,44,,70,0,55,,67,,20,85,10,30,63,45,0,16.7,50.0,81.7,97.5,10.0,30.0,80.0,,30.0,70.0,95.0,100.0,10.0,50.0,70.0,95.0,25,50,85,100,5,25,70,100,15,60,65,,0.00,0.00,0.67,0.50,0.5,1,1,0.5,0,0,1,1,0,1,0.5,0.5,0.5,1,0.5,1,0.5,0,0.5,1,1,0.5,0.5,0
411,3,T,W,0.63,0.00,0.38,0.00,0.13,0.00,0.75,0.13,0.38,0.00,0.63,0.00,0.88,0.13,0.00,0.50,0.38,0.13,0.50,0.00,0.50,0.38,74,,25,,100,,38,80,87,,29,,89,70,,73,40,100,88,,55,25.3,36.7,80.0,100.0,40.0,40.0,100.0,,20.0,40.0,80.0,100.0,16.0,30.0,60.0,100.0,55,90,100,100,15,50,90,100,45,60,80,100,0.00,0.33,0.50,0.67,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,1,1,1,1,0,0.5,0.5,0,0.5,0.5,1
413,2,T,W,0.13,0.13,0.75,0.00,0.50,0.13,0.38,0.00,0.63,0.00,0.25,0.13,0.63,0.25,0.13,0.63,0.38,0.00,0.88,0.00,0.13,0.13,100,0,53,,77,,60,,100,,10,15,40,75,100,100,73,,97,,,15.0,80.0,100.0,100.0,0.0,40.0,100.0,100.0,30.0,100.0,100.0,,15.0,100.0,100.0,100.0,4.5,40,80,100,60,100,100,100,90,100,100,100,0.17,0.33,0.67,0.50,1,0.5,0.5,0.5,0,1,1,0.5,1,1,1,0.5,1,1,0.5,0,0.5,1,0.5,0.5,0.5,1,1,1
414,3,T,W,0.75,0.00,0.25,0.00,0.50,0.00,0.38,0.13,0.75,0.00,0.25,0.00,0.75,0.25,0.00,0.63,0.25,0.13,0.38,0.00,0.63,0.50,58,,50,,50,,0,0,67,,0,,100,100,,100,50,100,100,,67,0.0,16.7,66.7,100.0,0.0,50.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100,100,100,,50,100,100,100,50,100,100,,0.50,0.67,0.50,1.00,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,1,1,0.5,0,1,0,0,0.5,1
415,1,T,W,0.50,0.13,0.38,0.00,0.75,0.13,0.13,0.00,0.50,0.25,0.13,0.13,0.88,0.13,0.00,1.00,0.00,0.00,0.63,0.00,0.38,0.38,83,0,25,,216,0,55,,100,0,81,58,92,60,,88,,,92,,56,18.3,72.0,96.7,100.0,0.0,50.0,100.0,,55.0,85.0,90.0,,0.0,81.0,100.0,100.0,66,87.5,100,100,52.5,100,100,100,42.5,70.5,100,100,0.00,0.50,0.83,1.00,0.5,1,1,1,1,1,1,1,0,0.5,1,1,0.5,1,1,1,1,1,1,1,0.5,0,1,1
416,2,T,W,0.38,0.25,0.25,0.13,0.38,0.50,0.13,0.00,0.50,0.25,0.25,0.00,0.63,0.25,0.13,0.63,0.38,0.00,0.50,0.25,0.25,0.25,100,,75,100,100,,50,,100,,75,,71,75,100,90,67,,100,75,50,83.3,100.0,100.0,,100.0,100.0,100.0,,50.0,100.0,,,100.0,100.0,100.0,,27.5,75,100,100,25,100,100,100,50,75,100,100,0.33,0.83,0.50,0.00,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,1,0,1,0.5,1,0.5,1,0,1,0.5,0.5,1,0
417,3,T,W,0.63,0.13,0.13,0.13,0.38,0.38,0.25,0.00,0.38,0.13,0.50,0.00,0.75,0.00,0.25,0.50,0.38,0.13,0.50,0.25,0.25,0.13,69,0,0,50,60,0,0,,83,0,18,,76,,25,63,33,50,79,50,63,0.0,23.3,68.3,90.0,0.0,50.0,80.0,90.0,0.0,0.0,50.0,80.0,0.0,20.0,75.0,100.0,0.5,62.5,90,100,0,50,62.5,87.5,50,50,75,95,0.00,0.17,0.67,1.00,0.5,0.5,1,1,0.5,0,0.5,1,0.5,0,0.5,1,0.5,0.5,1,1,0,0.5,0.5,1,0,0,1,1
418,1,T,W,0.25,0.00,0.63,0.13,0.50,0.00,0.50,0.00,0.50,0.00,0.38,0.13,0.75,0.25,0.00,0.88,0.00,0.13,0.88,0.00,0.13,0.00,100,,45,25,93,,43,,88,,33,25,83,41,,93,,25,83,,7,25.0,48.3,100.0,100.0,25.0,25.0,100.0,100.0,25.0,70.0,100.0,100.0,25.0,50.0,100.0,100.0,28.5,75,87.5,100,50,87.5,100,100,28.5,75,100,100,0.00,0.33,0.50,0.83,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.5,1,1
419,2,T,W,0.00,0.63,0.25,0.13,0.63,0.25,0.13,0.00,0.75,0.13,0.00,0.13,0.88,0.00,0.13,0.63,0.38,0.00,0.75,0.00,0.25,0.25,,78,20,80,86,100,90,,88,100,,100,55,,70,94,80,,74,,60,56.7,93.3,100.0,100.0,10.0,80.0,100.0,100.0,90.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,18.5,55,70,85,70,85,100,100,10.5,70,100,100,0.50,0.50,0.67,0.17,1,1,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,1,0.5,1,1,0,1,1,0.5,1,0.5,1,0.5
420,3,T,W,0.00,0.00,0.88,0.13,0.63,0.00,0.25,0.13,0.75,0.00,0.25,0.00,0.63,0.25,0.13,0.75,0.13,0.13,0.63,0.13,0.25,0.13,,,35,90,68,,10,60,58,,30,,22,55,90,57,90,70,65,45,40,16.7,36.7,69.3,92.7,0.0,15.0,70.0,98.0,20.0,50.0,60.0,100.0,30.0,45.0,78.0,80.0,15,25,40,75,25,60,75,90,37.5,47.5,55,85,0.17,0.50,0.50,0.67,1,1,0.5,0,1,0.5,1,0.5,0,0.5,1,1,1,1,0.5,0,0.5,1,0.5,1,0,0.5,1,1
421,1,T,W,0.75,0.00,0.25,0.00,0.63,0.00,0.38,0.00,0.25,0.25,0.25,0.25,1.00,0.00,0.00,0.75,0.13,0.13,0.25,0.25,0.50,0.38,71,,1,,68,,1,,75,0,0,51,85,,,68,0,0,100,2,50,0.7,23.3,73.3,100.0,2.0,50.0,100.0,,0.0,20.0,70.0,100.0,0.0,0.0,50.0,100.0,40,100,100,100,0,3,100,100,0,26.5,75,100,0.00,0.50,0.83,0.83,1,1,1,1,0,1,1,1,0,0,0.5,0.5,1,1,1,1,0,1,1,1,0,0,0.5,0.5
422,2,T,W,0.63,0.00,0.25,0.13,0.38,0.13,0.50,0.00,0.63,0.13,0.25,0.00,0.88,0.13,0.00,0.75,0.25,0.00,0.75,0.25,0.00,0.00,76,,88,,100,0,55,,100,,90,,99,70,,100,75,,100,75,,46.7,81.7,100.0,100.0,60.0,75.0,100.0,,0.0,70.0,100.0,100.0,80.0,100.0,100.0,,82.5,100,100,100,75,100,100,100,75,100,100,100,0.33,0.50,0.83,0.50,0.5,1,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5
423,3,T,W,0.75,0.13,0.13,0.00,0.38,0.25,0.38,0.00,0.63,0.13,0.25,0.00,1.00,0.00,0.00,0.88,0.00,0.13,0.88,0.13,0.00,-0.13,57,0,0,,76,0,17,,74,0,65,,76,,,64,,10,72,50,,13.3,20.0,76.7,96.3,0.0,20.0,90.0,90.0,0.0,0.0,50.0,99.0,40.0,40.0,90.0,100.0,29.5,78,99,99,5,50,75,99,50,50,79.5,99,0.17,0.50,0.67,1.00,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1
424,1,T,W,0.38,0.13,0.50,0.00,0.63,0.13,0.13,0.13,0.75,0.00,0.13,0.13,0.75,0.25,0.00,0.88,0.13,0.00,0.63,0.13,0.25,0.25,75,0,36,,100,0,100,100,70,,30,20,44,80,,75,100,,70,,25,41.0,50.0,100.0,100.0,3.0,20.0,100.0,,100.0,100.0,100.0,100.0,20.0,30.0,100.0,100.0,0.5,39.5,100,100,25.5,100,100,100,11,40,100,100,0.50,0.17,0.83,0.83,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1,0,1,0.5
425,2,T,W,0.50,0.13,0.25,0.13,0.38,0.25,0.38,0.00,0.38,0.00,0.50,0.13,0.75,0.13,0.13,0.50,0.38,0.13,0.50,0.38,0.13,0.00,63,0,41,100,77,2,45,,97,,43,100,88,90,40,100,40,100,90,73,100,2.3,63.3,96.7,100.0,1.0,60.0,90.0,100.0,4.0,40.0,100.0,,2.0,90.0,100.0,100.0,40,90,100,100,10,100,100,100,55,85,100,100,0.17,0.50,0.67,0.33,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0,0.5,1,1,1,0.5,0.5,0,0.5,0.5,1,0.5,0.5,1,0
426,3,T,W,0.63,0.25,0.13,0.00,0.38,0.13,0.50,0.00,0.50,0.25,0.25,0.00,1.00,0.00,0.00,0.63,0.38,0.00,0.63,0.00,0.38,0.38,256,0,50,,83,0,28,,85,0,50,,91,,,76,60,,72,,52,6.7,50.0,76.7,100.0,0.0,80.0,90.0,,20.0,20.0,50.0,100.0,0.0,50.0,90.0,100.0,65,100,100,100,50,55,80,95,28,50,80,100,0.00,0.33,0.67,1.00,1,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,0.5,1,0.5,0,1,1
427,1,T,W,0.88,0.00,0.13,0.00,0.63,0.00,0.25,0.13,0.25,0.00,0.75,0.00,1.00,0.00,0.00,0.63,0.25,0.13,0.13,0.25,0.63,0.50,87,,50,,100,,58,60,50,,52,,100,,,100,25,100,50,50,80,36.7,83.3,100.0,100.0,50.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,0.0,50.0,100.0,100.0,100,100,100,100,25,100,100,100,0,75,100,100,0.17,0.83,0.67,0.67,1,1,1,1,0,0.5,1,1,0,0.5,0,0,1,1,1,1,0,1,1,0.5,0,0,0,0.5
428,2,T,W,0.38,0.13,0.25,0.25,0.50,0.13,0.38,0.00,0.75,0.00,0.25,0.00,0.63,0.25,0.13,0.75,0.13,0.13,0.63,0.38,0.00,-0.13,97,0,35,65,65,0,38,,73,,8,,88,25,90,73,90,60,84,47,,15.0,38.3,86.7,100.0,30.0,40.0,90.0,100.0,0.0,25.0,90.0,100.0,15.0,50.0,80.0,100.0,25,70,95,100,25,75,95,100,25,60,95,100,0.00,0.50,0.67,1.00,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0,0.5,1,1
429,3,T,W,0.50,0.25,0.25,0.00,0.50,0.25,0.25,0.00,0.50,0.13,0.38,0.00,0.88,0.13,0.00,0.63,0.13,0.25,0.75,0.00,0.25,0.00,93,0,100,,95,0,40,,90,0,30,,87,0,,60,70,0,75,,63,3.3,63.3,96.7,100.0,0.0,90.0,100.0,,0.0,50.0,100.0,100.0,10.0,50.0,90.0,100.0,40,80,90,100,0,0,85,100,45,62.5,85,95,0.00,0.33,1.00,0.67,0.5,1,1,1,1,0,0.5,1,1,0,1,1,0.5,1,1,1,1,0,0.5,1,0.5,0.5,1,1
430,1,T,W,0.75,0.00,0.25,0.00,0.88,0.00,0.13,0.00,0.63,0.13,0.25,0.00,0.88,0.13,0.00,0.75,0.25,0.00,0.50,0.13,0.38,0.38,50,,50,,71,,0,,75,0,0,,87,50,,84,25,,100,20,7,0.0,50.0,93.3,100.0,0.0,50.0,80.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,50,80,100,100,10,75,100,100,0,20,100,100,0.67,0.50,0.83,1.00,0.5,1,1,1,0.5,0.5,1,1,0,0,1,1,1,1,0.5,1,0.5,0.5,1,1,0,0,1,1
431,2,T,W,0.25,0.13,0.50,0.13,0.25,0.25,0.50,0.00,0.63,0.13,0.13,0.13,0.25,0.38,0.38,0.63,0.38,0.00,0.75,0.00,0.25,0.25,30,0,0,0,80,0,18,,74,0,0,50,35,0,13,80,53,,50,,45,0.0,16.7,50.0,75.0,0.0,0.0,0.0,50.0,0.0,0.0,70.0,,0.0,50.0,80.0,100.0,0,0,0,55,25,65,90,100,0,4.5,90,100,0.00,0.17,0.50,0.83,0,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0,0,0.5,0,0.5,1,1,1,0,1,1
432,3,T,W,0.25,0.13,0.63,0.00,0.50,0.13,0.13,0.25,0.13,0.38,0.38,0.13,0.88,0.13,0.00,0.50,0.00,0.50,0.38,0.13,0.50,0.00,70,0,45,,43,0,30,24,990,0,55,20,74,50,,45,,41,80,20,65,9.0,33.3,58.3,90.0,20.0,50.0,75.0,,7.0,30.0,40.0,90.0,0.0,20.0,60.0,,50,57.5,75,100,6.5,25,50,90,35,65,80,80,0.00,0.50,0.17,0.50,0.5,1,1,1,0.5,0.5,0.5,0.5,0,0,0.5,1,0.5,1,1,1,0,0.5,0.5,1,0,0,0.5,1
433,1,T,W,0.50,0.25,0.25,0.00,0.50,0.13,0.25,0.13,0.25,0.13,0.63,0.00,0.63,0.38,0.00,0.63,0.25,0.13,0.38,0.13,0.50,0.38,85,,15,,63,,60,90,85,,16,,89,50,,93,90,99,73,40,50,20.0,56.7,90.0,,20.0,80.0,100.0,,30.0,70.0,90.0,,10.0,20.0,80.0,,40,70,89.5,99,75,99,99,,20,40,80,89.5,0.17,0.67,0.50,0.33,0,0.5,1,1,0.5,1,0.5,0.5,0,0.5,0,1,0,1,1,0.5,0.5,1,0,1,0.5,0,0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
